zpid,street_address,city,zipcode,county,neighborhoodregion,listingurl,home_type,home_status,latitude,longitude,isincomerestricted,isundisclosedaddress,rentzestimate,gougingrule,tenpercentbaseprice,basepricedate,fair_market_rent,priceceiling,emergencypeakprice,peakpricedate,peakpriceincrease,currentprice,wasevergouged,peak_price_relative_to_fmr,current_price_relative_to_fmr
440604195,6759 Atoll Ave,North Hollywood,91606,Los Angeles County,Valley Glen,https://www.zillow.com/homedetails/440604195_zpid/,Apartment,FOR_RENT,34.19345,-118.42119,,FALSE,,tenpercent,1900,45642,1950,2090,2100,45668,0.105263158,2100,TRUE,1.076923077,1.076923077
20444535,2318 Beach Ave,Venice,90291,Los Angeles County,Venice,https://www.zillow.com/homedetails/20444535_zpid/,SingleFamily,FOR_RENT,33.987,-118.463646,,FALSE,5838,fmr,0,,3120,4992,5950,45706,0,5950,TRUE,1.907051282,1.907051282
20451509,(Undisclosed Address),Venice,90291,Los Angeles County,Venice,https://www.zillow.com/homedetails/20451509_zpid/,SingleFamily,FOR_RENT,,,,TRUE,5437,tenpercent,6850,45631,3940,7535,8500,45677,0.240875912,8500,TRUE,2.157360406,2.157360406
2078070819,1233 Gordon St #9,Los Angeles,90038,Los Angeles County,Hollywood,https://www.zillow.com/homedetails/2078070819_zpid/,Apartment,FOR_RENT,34.093536,-118.32042,,FALSE,1720,tenpercent,1495,45369,2060,1644.5,1695,45716,0.133779264,1695,TRUE,0.822815534,0.822815534
444344452,6105 Westpark Dr #6105,North Hollywood,91606,Los Angeles County,Valley Glen,https://www.zillow.com/homedetails/444344452_zpid/,Apartment,FOR_RENT,34.18138,-118.39797,,FALSE,,fmr,0,,2460,3936,6000,45672,0,6000,TRUE,2.43902439,2.43902439
20013162,(Undisclosed Address),Valley Village,91607,Los Angeles County,Valley Glen,https://www.zillow.com/homedetails/20013162_zpid/,SingleFamily,FOR_RENT,,,,TRUE,4831,fmr,0,,3630,5808,6500,45666,0,5950,TRUE,1.790633609,1.639118457
20024404,4400 Carpenter Ave,Valley Village,91607,Los Angeles County,Studio City,https://www.zillow.com/homedetails/20024404_zpid/,SingleFamily,FOR_RENT,34.150696,-118.3907,,FALSE,12799,fmr,0,,3630,5808,16000,45671,0,16000,TRUE,4.407713499,4.407713499
20020361,12359 Otsego St,Valley Village,91607,Los Angeles County,Valley Village,https://www.zillow.com/homedetails/20020361_zpid/,SingleFamily,FOR_RENT,34.163326,-118.40293,,FALSE,6700,fmr,0,,3630,5808,8950,45665,0,8950,TRUE,2.465564738,2.465564738
20024207,4539 Gentry Ave,Valley Village,91607,Los Angeles County,Studio City,https://www.zillow.com/homedetails/20024207_zpid/,SingleFamily,FOR_RENT,34.153393,-118.39351,,FALSE,5041,fmr,0,,3630,5808,9000,45671,0,9000,TRUE,2.479338843,2.479338843
20020856,12642 Otsego St,Valley Village,91607,Los Angeles County,Valley Village,https://www.zillow.com/homedetails/20020856_zpid/,SingleFamily,FOR_RENT,34.162827,-118.40881,,FALSE,6417,fmr,0,,3630,5808,20000,45667,0,20000,TRUE,5.509641873,5.509641873
2073367233,44 N Madison Ave #166,Pasadena,91101,Los Angeles County,West Central,https://www.zillow.com/homedetails/2073367233_zpid/,Apartment,FOR_RENT,34.146576,-118.137634,,FALSE,4233,tenpercent,3513,45662,3410,3864.3,3892,45683,0.107884999,3892,TRUE,1.141348974,1.141348974
439982066,854 Brooks Ave #854,Venice,90291,Los Angeles County,Venice,https://www.zillow.com/homedetails/439982066_zpid/,Townhouse,FOR_RENT,33.99836,-118.46303,,FALSE,,tenpercent,5950,45548,3940,6545,6950,45707,0.168067227,6950,TRUE,1.763959391,1.763959391
447492267,36 Westminster Ave #D,Venice,90291,Los Angeles County,Venice,https://www.zillow.com/homedetails/447492267_zpid/,Apartment,FOR_RENT,33.98897,-118.47394,,FALSE,,fmr,0,,2790,4464,4750,45706,0,4750,TRUE,1.702508961,1.702508961
447528032,1334 Morningside Way HOUSE 1336,Venice,90291,Los Angeles County,Venice,https://www.zillow.com/homedetails/447528032_zpid/,Apartment,FOR_RENT,34.005043,-118.45477,,FALSE,,fmr,0,,3940,6304,9000,45707,0,9000,TRUE,2.284263959,2.284263959
20443128,7 Fleet St APT 101,Marina Del Rey,90292,Los Angeles County,,https://www.zillow.com/homedetails/20443128_zpid/,Condo,FOR_RENT,33.97619,-118.464165,,FALSE,4385,tenpercent,7500,45299,3940,8250,8500,45706,0.133333333,8500,TRUE,2.157360406,2.157360406
21655081,784 Pomello Dr,Claremont,91711,Los Angeles County,Northeast Claremont,https://www.zillow.com/homedetails/21655081_zpid/,SingleFamily,FOR_RENT,34.13553,-117.703354,,FALSE,5969,fmr,0,,4210,6736,8000,45672,0,8000,TRUE,1.90023753,1.90023753
20553160,24683 Dry Canyon Cold Creek Rd,Calabasas,91302,Los Angeles County,,https://www.zillow.com/homedetails/20553160_zpid/,SingleFamily,FOR_RENT,34.105827,-118.66161,,FALSE,7457,tenpercent,14995,45660,5010,16494.5,19500,45684,0.300433478,19500,TRUE,3.892215569,3.892215569
443823185,330 W Bonita Ave #4,Claremont,91711,Los Angeles County,Village,https://www.zillow.com/homedetails/443823185_zpid/,Apartment,FOR_RENT,34.09661,-117.71859,,FALSE,,fmr,0,,2370,3792,4000,45664,0,4000,TRUE,1.687763713,1.687763713
54949674,972 Olympic Ct,Claremont,91711,Los Angeles County,Northeast Claremont,https://www.zillow.com/homedetails/54949674_zpid/,SingleFamily,FOR_RENT,34.136726,-117.69943,,FALSE,7838,fmr,0,,5473,8756.8,15000,45671,0,15000,TRUE,2.740727206,2.740727206
351059422,(Undisclosed Address),El Monte,91731,Los Angeles County,Norwood Cherrylee,https://www.zillow.com/homedetails/351059422_zpid/,SingleFamily,FOR_RENT,,,,TRUE,2139,tenpercent,1750,45463,1600,1925,1950,45667,0.114285714,1950,TRUE,1.21875,1.21875
440257860,49 Aria St,South El Monte,91733,Los Angeles County,,https://www.zillow.com/homedetails/440257860_zpid/,Apartment,FOR_RENT,34.045425,-118.052895,,FALSE,,tenpercent,7000,45653,2940,7700,11200,45666,0.6,7700,TRUE,3.80952381,2.619047619
351368993,11102 Bonwood Rd #1/2,South El Monte,91733,Los Angeles County,Mountain View,https://www.zillow.com/homedetails/351368993_zpid/,Apartment,FOR_RENT,34.05486,-118.03389,,FALSE,1458,tenpercent,1595,45600,1810,1754.5,1850,45671,0.159874608,1850,TRUE,1.022099448,1.022099448
2053607431,839 Glenway Dr #841-15,Inglewood,90302,Los Angeles County,,https://www.zillow.com/homedetails/2053607431_zpid/,Apartment,FOR_RENT,33.970985,-118.366905,,FALSE,2000,tenpercent,1800,45244,1970,1980,2000,45706,0.111111111,2000,TRUE,1.015228426,1.015228426
442916440,909 Galemont Ave #5,Hacienda Heights,91745,Los Angeles County,,https://www.zillow.com/homedetails/442916440_zpid/,Apartment,FOR_RENT,34.013596,-117.964066,,FALSE,,tenpercent,1125,45654,1840,1237.5,1495,45671,0.328888889,1125,TRUE,0.8125,0.611413043
21495737,3310 Punta Del Este Dr,Hacienda Heights,91745,Los Angeles County,,https://www.zillow.com/homedetails/21495737_zpid/,SingleFamily,FOR_RENT,33.975666,-117.95722,,FALSE,4481,fmr,0,,4209,6734.4,7500,45672,0,7500,TRUE,1.781895937,1.781895937
20422131,521 21st St,Manhattan Beach,90266,Los Angeles County,,https://www.zillow.com/homedetails/20422131_zpid/,SingleFamily,FOR_RENT,33.892353,-118.40992,,FALSE,7268,fmr,0,,5010,8016,8200,45688,0,8200,TRUE,1.636726547,1.636726547
19937768,5114 Mecca Ave,Tarzana,91356,Los Angeles County,Tarzana,https://www.zillow.com/homedetails/19937768_zpid/,SingleFamily,FOR_RENT,34.163673,-118.537056,,FALSE,12799,tenpercent,13995,45602,4393,15394.5,15500,45685,0.107538407,15500,TRUE,3.528340542,3.528340542
2070394025,11622 Aviation Blvd #445,Inglewood,90304,Los Angeles County,,https://www.zillow.com/homedetails/2070394025_zpid/,Apartment,FOR_RENT,33.928642,-118.37748,,FALSE,3614,fmr,0,,2290,3664,3705,45706,0,3705,TRUE,1.61790393,1.61790393
19987524,3833 Beverly Ridge Dr,Sherman Oaks,91423,Los Angeles County,Sherman Oaks,https://www.zillow.com/homedetails/19987524_zpid/,SingleFamily,FOR_RENT,34.14061,-118.446815,,FALSE,6735,fmr,0,,4080,6528,15000,45683,0,15000,TRUE,3.676470588,3.676470588
447287541,605 San Vicente Blvd #105,Santa Monica,90402,Los Angeles County,North of Montana,https://www.zillow.com/homedetails/447287541_zpid/,Apartment,FOR_RENT,34.031784,-118.50892,,FALSE,,fmr,0,,3310,5296,6000,45700,0,6000,TRUE,1.812688822,1.812688822
20682798,(Undisclosed Address),Rosemead,91770,Los Angeles County,,https://www.zillow.com/homedetails/20682798_zpid/,SingleFamily,FOR_RENT,,,,TRUE,6159,tenpercent,12000,45600,3240,13200,13500,45682,0.125,13500,TRUE,4.166666667,4.166666667
20718837,1505 Manley Dr,San Gabriel,91776,Los Angeles County,,https://www.zillow.com/homedetails/20718837_zpid/,SingleFamily,FOR_RENT,34.081364,-118.10149,,FALSE,5735,fmr,0,,3410,5456,5800,45668,0,5800,TRUE,1.700879765,1.700879765
443910686,2914 Concord Ave,Alhambra,91803,Los Angeles County,,https://www.zillow.com/homedetails/443910686_zpid/,SingleFamily,FOR_RENT,34.084957,-118.15522,,FALSE,,fmr,0,,2940,4704,5499,45667,0,5499,TRUE,1.870408163,1.870408163
446391793,11812 Hesby St #11814,Valley Village,91607,Los Angeles County,Valley Village,https://www.zillow.com/homedetails/446391793_zpid/,Apartment,FOR_RENT,34.16215,-118.39042,,FALSE,,fmr,0,,4030,6448,10890,45684,0,10890,TRUE,2.702233251,2.702233251
250350168,5657 McCulloch Ave UNIT 106,Temple City,91780,Los Angeles County,,https://www.zillow.com/homedetails/250350168_zpid/,Condo,FOR_RENT,34.10578,-118.03504,,FALSE,3657,tenpercent,3950,45653,3350,4345,7350,45686,0.860759494,4000,TRUE,2.194029851,1.194029851
447492970,1318 Harvard St #E,Santa Monica,90404,Los Angeles County,Mid-City,https://www.zillow.com/homedetails/447492970_zpid/,Apartment,FOR_RENT,34.035484,-118.47391,,FALSE,,fmr,0,,2840,4544,5800,45706,0,5800,TRUE,2.042253521,2.042253521
446838730,6831-6831 Hinds Ave,North Hollywood,91605,Los Angeles County,North Hollywood,https://www.zillow.com/homedetails/446838730_zpid/,Townhouse,FOR_RENT,34.194965,-118.39131,,FALSE,,fmr,0,,3100,4960,6700,45690,0,6700,TRUE,2.161290323,2.161290323
21573740,1334 S Glendora Ave,West Covina,91790,Los Angeles County,,https://www.zillow.com/homedetails/21573740_zpid/,SingleFamily,FOR_RENT,34.05326,-117.940445,,FALSE,4828,fmr,0,,4030,6448,6500,45667,0,5000,TRUE,1.612903226,1.240694789
20712850,2820 Front St,Alhambra,91803,Los Angeles County,,https://www.zillow.com/homedetails/20712850_zpid/,SingleFamily,FOR_RENT,34.07806,-118.15487,,FALSE,2718,fmr,0,,2940,4704,9000,45671,0,9000,TRUE,3.06122449,3.06122449
243991279,38833 Gorman Post Rd,Gorman,93243,Los Angeles County,,https://www.zillow.com/homedetails/243991279_zpid/,SingleFamily,FOR_RENT,34.78523,-118.81608,,FALSE,5294,fmr,0,,2940,4704,6850,45671,0,6850,TRUE,2.329931973,2.329931973
20296747,44025 Glenraven Rd,Lancaster,93535,Los Angeles County,Joshua,https://www.zillow.com/homedetails/20296747_zpid/,SingleFamily,FOR_RENT,34.683342,-118.12394,,FALSE,2708,tenpercent,3000,45370,2940,3300,6000,45683,1,6000,TRUE,2.040816327,2.040816327
20321205,34255 Lancaster Rd,Lancaster,93536,Los Angeles County,,https://www.zillow.com/homedetails/20321205_zpid/,SingleFamily,FOR_RENT,34.767277,-118.735245,,FALSE,3854,fmr,0,,3240,5184,12000,45672,0,12000,TRUE,3.703703704,3.703703704
302685132,900 S Figueroa St APT 2110,Los Angeles,90015,Los Angeles County,Downtown,https://www.zillow.com/homedetails/302685132_zpid/,Apartment,FOR_RENT,34.045624,-118.262505,,FALSE,3873,tenpercent,3795,45656,3940,4174.5,4284,45683,0.128853755,4284,TRUE,1.087309645,1.087309645
20167342,19212 Stare St,Northridge,91324,Los Angeles County,Northridge,https://www.zillow.com/homedetails/20167342_zpid/,SingleFamily,FOR_RENT,34.252514,-118.551765,,FALSE,7885,fmr,0,,5655,9048,17750,45709,0,17750,TRUE,3.138815208,3.138815208
20597025,2301 S Cloverdale Ave,Los Angeles,90016,Los Angeles County,Mid City,https://www.zillow.com/homedetails/20597025_zpid/,Condo,FOR_RENT,34.03669,-118.35593,,FALSE,5871,tenpercent,8995,45643,4355,9894.5,9950,45683,0.106170094,9950,TRUE,2.284730195,2.284730195
60324952,4036 Tournament Dr,Palmdale,93551,Los Angeles County,,https://www.zillow.com/homedetails/60324952_zpid/,SingleFamily,FOR_RENT,34.6229,-118.20242,,FALSE,3484,tenpercent,4490,45495,4784,4939,5999,45669,0.336080178,5495,TRUE,1.253971572,1.148620401
347759060,12710 Matteson Ave APT 10,Los Angeles,90066,Los Angeles County,Mar Vista,https://www.zillow.com/homedetails/347759060_zpid/,Apartment,FOR_RENT,33.999233,-118.43683,,FALSE,2565,tenpercent,2695,45566,3130,2964.5,3499,45696,0.298330241,2800,TRUE,1.117891374,0.89456869
2078929450,1121 S Norton Ave #106A,Los Angeles,90019,Los Angeles County,Koreatown,https://www.zillow.com/homedetails/2078929450_zpid/,Apartment,FOR_RENT,34.051025,-118.32252,TRUE,FALSE,2077,tenpercent,1095,45314,1800,1204.5,1465,45684,0.337899543,1465,TRUE,0.813888889,0.813888889
65250437,5549 Las Brisas Ter,Palmdale,93551,Los Angeles County,,https://www.zillow.com/homedetails/65250437_zpid/,SingleFamily,FOR_RENT,34.62524,-118.22925,,FALSE,4955,tenpercent,5400,45573,4784,5940,5985,45669,0.108333333,4990,TRUE,1.251045151,1.043060201
65251570,5512 Las Brisas Ter,Palmdale,93551,Los Angeles County,,https://www.zillow.com/homedetails/65251570_zpid/,SingleFamily,FOR_RENT,34.62478,-118.22788,,FALSE,4858,tenpercent,4999,45570,4784,5498.9,6290,45669,0.25825165,5600,TRUE,1.314799331,1.170568562
442373318,662 Kelton Ave APT 503,Los Angeles,90024,Los Angeles County,Westwood,https://www.zillow.com/homedetails/442373318_zpid/,Apartment,FOR_RENT,34.065002,-118.452484,,FALSE,,tenpercent,5150,45642,3820,5665,5750,45684,0.116504854,5750,TRUE,1.505235602,1.505235602
2080414746,550 S Palos Verdes St #710,San Pedro,90731,Los Angeles County,San Pedro,https://www.zillow.com/homedetails/2080414746_zpid/,Apartment,FOR_RENT,33.739525,-118.28092,,FALSE,3956,tenpercent,3049,45380,2390,3353.9,3412,45706,0.119055428,3412,TRUE,1.427615063,1.427615063
20510481,2243 Century Hl,Los Angeles,90067,Los Angeles County,Century City,https://www.zillow.com/homedetails/20510481_zpid/,Townhouse,FOR_RENT,34.054916,-118.410034,,FALSE,7472,tenpercent,8500,45471,3940,9350,9400,45672,0.105882353,9400,TRUE,2.385786802,2.385786802
20834526,1001 Geneva St,Glendale,91207,Los Angeles County,Rossmoyne,https://www.zillow.com/homedetails/20834526_zpid/,SingleFamily,FOR_RENT,34.159813,-118.247314,,FALSE,6946,fmr,0,,4480,7168,7495,45673,0,7495,TRUE,1.672991071,1.672991071
443997223,10112 Empyrean Way #PENTHOUSE 301,Los Angeles,90067,Los Angeles County,Century City,https://www.zillow.com/homedetails/443997223_zpid/,Condo,FOR_RENT,34.053352,-118.40824,,FALSE,,fmr,0,,5010,8016,50000,45671,0,50000,TRUE,9.98003992,9.98003992
446399380,2106 S Bentley Ave #1A,Los Angeles,90025,Los Angeles County,West Los Angeles,https://www.zillow.com/homedetails/446399380_zpid/,Apartment,FOR_RENT,34.042004,-118.43778,,FALSE,,tenpercent,2055,45647,3070,2260.5,2295,45684,0.116788321,2295,TRUE,0.747557003,0.747557003
20521388,809 N Roxbury Dr,Beverly Hills,90210,Los Angeles County,The Flats,https://www.zillow.com/homedetails/20521388_zpid/,SingleFamily,FOR_RENT,34.075382,-118.41739,,FALSE,7605,tenpercent,30000,45108,7215,33000,37500,45672,0.25,37500,TRUE,5.197505198,5.197505198
20045452,2828 Pacific View Trl,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/20045452_zpid/,SingleFamily,FOR_RENT,34.121445,-118.34995,,FALSE,5889,fmr,0,,3300,5280,7500,45664,0,7500,TRUE,2.272727273,2.272727273
20045727,3359 Bennett Dr,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/20045727_zpid/,SingleFamily,FOR_RENT,34.127995,-118.34999,,FALSE,1896,fmr,0,,4190,6704,12500,45673,0,12500,TRUE,2.983293556,2.983293556
20748687,2441 Lyric Ave,Los Angeles,90027,Los Angeles County,Los Feliz,https://www.zillow.com/homedetails/20748687_zpid/,SingleFamily,FOR_RENT,34.105278,-118.276344,,FALSE,7746,fmr,0,,4200,6720,7500,45683,0,7500,TRUE,1.785714286,1.785714286
20812073,3319 Lowry Rd,Los Angeles,90027,Los Angeles County,Los Feliz,https://www.zillow.com/homedetails/20812073_zpid/,SingleFamily,FOR_RENT,34.11395,-118.27945,,FALSE,8111,tenpercent,11500,45441,3790,12650,14995,45671,0.303913043,14850,TRUE,3.95646438,3.918205805
20523474,1664 Benedict Canyon Dr,Beverly Hills,90210,Los Angeles County,Beverly Crest,https://www.zillow.com/homedetails/20523474_zpid/,SingleFamily,FOR_RENT,34.101418,-118.43575,,FALSE,11994,fmr,0,,5550,8880,25000,45672,0,25000,TRUE,4.504504505,4.504504505
20534365,580 Chalette Dr,Beverly Hills,90210,Los Angeles County,Trousdale Estates,https://www.zillow.com/homedetails/20534365_zpid/,SingleFamily,FOR_RENT,34.108425,-118.39348,,FALSE,44540,fmr,0,,6382.5,10212,62500,45668,0,62500,TRUE,9.792401097,9.792401097
2058075482,14541 Weddington St #2,Van Nuys,91411,Los Angeles County,Sherman Oaks,https://www.zillow.com/homedetails/2058075482_zpid/,Townhouse,FOR_RENT,34.166676,-118.44988,,FALSE,4051,tenpercent,4950,45615,3480,5445,5495,45668,0.11010101,5495,TRUE,1.579022989,1.579022989
20793606,2260 Maravilla Dr,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/20793606_zpid/,SingleFamily,FOR_RENT,34.1113,-118.34315,,FALSE,16153,tenpercent,29900,45584,4650,32890,34999,45716,0.170535117,34999,TRUE,7.526666667,7.526666667
20805691,3236 Primera Ave,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/20805691_zpid/,SingleFamily,FOR_RENT,34.129326,-118.345314,,FALSE,18000,fmr,0,,4650,7440,18800,45673,0,18800,TRUE,4.043010753,4.043010753
444392975,6026 Saint Clair Ave,North Hollywood,91606,Los Angeles County,Valley Glen,https://www.zillow.com/homedetails/444392975_zpid/,SingleFamily,FOR_RENT,34.18023,-118.39948,,FALSE,,fmr,0,,2460,3936,5250,45673,0,5250,TRUE,2.134146341,2.134146341
20777839,173 S Alta Vista Blvd,Los Angeles,90036,Los Angeles County,Mid City West,https://www.zillow.com/homedetails/20777839_zpid/,SingleFamily,FOR_RENT,34.071476,-118.347755,,FALSE,7577,tenpercent,15000,45614,6302,16500,16995,45671,0.133,15000,TRUE,2.696762932,2.380196763
2080620482,1931 Wilcox Ave #3,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/2080620482_zpid/,Apartment,FOR_RENT,34.106243,-118.33145,,FALSE,2654,tenpercent,2452,45591,3300,2697.2,2750,45665,0.121533442,2750,TRUE,0.833333333,0.833333333
20802004,7941 Electra Dr,Los Angeles,90046,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/20802004_zpid/,SingleFamily,FOR_RENT,34.107346,-118.36475,,FALSE,22999,tenpercent,14500,44461,5198,15950,25500,45672,0.75862069,25500,TRUE,4.905732974,4.905732974
2107645481,12320 Texas Ave APT 1,Los Angeles,90025,Los Angeles County,Sawtelle,https://www.zillow.com/homedetails/2107645481_zpid/,Apartment,FOR_RENT,34.040855,-118.46798,,FALSE,3245,tenpercent,3100,44900,3870,3410,3495,45688,0.127419355,3495,TRUE,0.903100775,0.903100775
20446652,4114 Moore St,Los Angeles,90066,Los Angeles County,Culver West,https://www.zillow.com/homedetails/20446652_zpid/,SingleFamily,FOR_RENT,33.994064,-118.4353,,FALSE,4921,tenpercent,4500,45662,3130,4950,6500,45669,0.444444444,4700,TRUE,2.076677316,1.501597444
20456001,12689 Stanwood Dr,Los Angeles,90066,Los Angeles County,Mar Vista,https://www.zillow.com/homedetails/20456001_zpid/,SingleFamily,FOR_RENT,34.013332,-118.44768,,FALSE,7953,fmr,0,,3980,6368,9250,45714,0,9250,TRUE,2.324120603,2.324120603
444396575,2080 1/2 N Vine St,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/444396575_zpid/,SingleFamily,FOR_RENT,34.108383,-118.32633,,FALSE,,fmr,0,,3300,5280,7750,45673,0,7750,TRUE,2.348484848,2.348484848
68978731,6446 Deep Dell Pl,Los Angeles,90068,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/68978731_zpid/,SingleFamily,FOR_RENT,34.114914,-118.3302,,FALSE,9471,fmr,0,,6742.5,10788,31000,45673,0,31000,TRUE,4.597701149,4.597701149
2075252354,5555 W 6th St #3-202,Los Angeles,90036,Los Angeles County,Mid City West,https://www.zillow.com/homedetails/2075252354_zpid/,Apartment,FOR_RENT,34.065434,-118.348724,,FALSE,2650,tenpercent,2672,45285,3080,2939.2,3037,45684,0.136601796,3037,TRUE,0.986038961,0.986038961
20518667,9033 Vista Grande St #3,West Hollywood,90069,Los Angeles County,Norma Triangle,https://www.zillow.com/homedetails/20518667_zpid/,Condo,FOR_RENT,34.086895,-118.38881,,FALSE,6606,fmr,0,,3660,5856,7995,45664,0,7995,TRUE,2.18442623,2.18442623
2070984967,777 E Ocean Blvd #1111,Long Beach,90802,Los Angeles County,East Village,https://www.zillow.com/homedetails/2070984967_zpid/,Apartment,FOR_RENT,33.76668,-118.18329,,FALSE,1831,fmr,0,,1890,3024,3297,45706,0,3297,TRUE,1.744444444,1.744444444
79797429,7636 Coldwater Canyon Ct,North Hollywood,91605,Los Angeles County,Sun Valley,https://www.zillow.com/homedetails/79797429_zpid/,SingleFamily,FOR_RENT,34.2093,-118.41473,,FALSE,5160,fmr,0,,3440,5504,6500,45672,0,6500,TRUE,1.889534884,1.889534884
2059349546,1326 N Londonderry Vw #7,West Hollywood,90069,Los Angeles County,Hollywood Hills,https://www.zillow.com/homedetails/2059349546_zpid/,Condo,FOR_RENT,34.0938,-118.37819,,FALSE,6511,fmr,0,,3660,5856,7950,45664,0,7950,TRUE,2.172131148,2.172131148
20266548,3135 Dolomite Ave,Palmdale,93550,Los Angeles County,,https://www.zillow.com/homedetails/20266548_zpid/,SingleFamily,FOR_RENT,34.549515,-118.07275,,FALSE,1242,tenpercent,1300,45393,2290,1430,2000,45673,0.538461538,2000,TRUE,0.873362445,0.873362445
2069352982,8500 W Sunset Blvd #E510,West Hollywood,90069,Los Angeles County,,https://www.zillow.com/homedetails/2069352982_zpid/,Apartment,FOR_RENT,34.093353,-118.377205,,FALSE,4437,fmr,0,,2900,4640,6440,45666,0,6100,TRUE,2.220689655,2.103448276
20801224,(Undisclosed Address),Los Angeles,90046,Los Angeles County,Beverly Crest,https://www.zillow.com/homedetails/20801224_zpid/,SingleFamily,FOR_RENT,,,,TRUE,4066,fmr,0,,2550,4080,4500,45683,0,4500,TRUE,1.764705882,1.764705882
20031064,3319 Wrightwood Dr,Studio City,91604,Los Angeles County,Studio City,https://www.zillow.com/homedetails/20031064_zpid/,SingleFamily,FOR_RENT,34.131905,-118.37515,,FALSE,6355,tenpercent,9000,45657,4380,9900,10000,45670,0.111111111,9900,TRUE,2.283105023,2.260273973
21220099,201 Bay Shore Ave UNIT 109,Long Beach,90803,Los Angeles County,Belmont Shore,https://www.zillow.com/homedetails/21220099_zpid/,Apartment,FOR_RENT,33.758923,-118.13004,,FALSE,5606,tenpercent,4850,45481,3340,5335,5950,45675,0.226804124,4950,TRUE,1.781437126,1.482035928
20476876,469 17th St,Santa Monica,90402,Los Angeles County,North of Montana,https://www.zillow.com/homedetails/20476876_zpid/,SingleFamily,FOR_RENT,34.037685,-118.495544,,FALSE,7693,fmr,0,,4210,6736,15000,45672,0,15000,TRUE,3.562945368,3.562945368
20516419,8924 Ashcroft Ave,West Hollywood,90048,Los Angeles County,West Hollywood West,https://www.zillow.com/homedetails/20516419_zpid/,SingleFamily,FOR_RENT,34.07844,-118.386894,,FALSE,7073,fmr,0,,3480,5568,7000,45716,0,7000,TRUE,2.011494253,2.011494253
20796675,8455 Fountain Ave UNIT 414,West Hollywood,90069,Los Angeles County,,https://www.zillow.com/homedetails/20796675_zpid/,Apartment,FOR_RENT,34.09336,-118.3754,,FALSE,6244,fmr,0,,3660,5856,7995,45673,0,7995,TRUE,2.18442623,2.18442623
70591234,2013 21st St UNIT 103,Santa Monica,90404,Los Angeles County,Pico District,https://www.zillow.com/homedetails/70591234_zpid/,Townhouse,FOR_RENT,34.02118,-118.46913,,FALSE,4499,fmr,0,,2840,4544,5300,45672,0,5300,TRUE,1.866197183,1.866197183
20776326,6641 Lindenhurst Ave,Los Angeles,90048,Los Angeles County,Mid City West,https://www.zillow.com/homedetails/20776326_zpid/,SingleFamily,FOR_RENT,34.06722,-118.372406,,FALSE,15797,fmr,0,,5635,9016,24999,45683,0,24999,TRUE,4.436379769,4.436379769
20807888,1852 Canyon Dr,Los Angeles,90028,Los Angeles County,Hollywood,https://www.zillow.com/homedetails/20807888_zpid/,SingleFamily,FOR_RENT,34.104992,-118.31662,,FALSE,5233,fmr,0,,3480,5568,10000,45672,0,10000,TRUE,2.873563218,2.873563218
2081934922,217 Schurch Ln #2,Los Angeles,90049,Los Angeles County,Brentwood,https://www.zillow.com/homedetails/2081934922_zpid/,Apartment,FOR_RENT,34.06997,-118.46493,,FALSE,5513,tenpercent,3600,45621,5010,3960,4500,45713,0.25,4500,TRUE,0.898203593,0.898203593
21571053,2527 E Cameron Ave,West Covina,91791,Los Angeles County,,https://www.zillow.com/homedetails/21571053_zpid/,SingleFamily,FOR_RENT,34.061417,-117.89137,,FALSE,2968,tenpercent,2800,45403,3410,3080,7500,45672,1.678571429,7500,TRUE,2.19941349,2.19941349
443923575,9300 Alcott St #A,Los Angeles,90035,Los Angeles County,Pico-Robertson,https://www.zillow.com/homedetails/443923575_zpid/,Condo,FOR_RENT,34.05418,-118.393456,,FALSE,,fmr,0,,3360,5376,6500,45668,0,5000,TRUE,1.93452381,1.488095238
19997596,12855 Elkwood St,North Hollywood,91605,Los Angeles County,Sun Valley,https://www.zillow.com/homedetails/19997596_zpid/,SingleFamily,FOR_RENT,34.212246,-118.41407,,FALSE,5198,fmr,0,,3100,4960,5000,45697,0,4599,TRUE,1.612903226,1.483548387
2066688551,569 N Rossmore Ave #312,Los Angeles,90004,Los Angeles County,Mid Wilshire,https://www.zillow.com/homedetails/2066688551_zpid/,Apartment,FOR_RENT,34.080933,-118.327545,,FALSE,3352,fmr,0,,2100,3360,3595,45671,0,3595,TRUE,1.711904762,1.711904762
20440794,12580 Rosy Cir,Los Angeles,90066,Los Angeles County,Del Rey,https://www.zillow.com/homedetails/20440794_zpid/,SingleFamily,FOR_RENT,33.983185,-118.41922,,FALSE,6710,fmr,0,,4410,7056,7500,45683,0,7500,TRUE,1.700680272,1.700680272
